9787694800498@@@'Tis|9787694800498@@@'Tis@@@2000@@@http://books.google.com/books/content?id=Q3BhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|495@@@Frank McCourt@@@1,128,976|0001128976
9789386689856@@@Ocean Star Express|9789386689856@@@Ocean Star Express@@@2002@@@http://books.google.com/books/content?id=I2QZAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|32@@@Mark Haddon;Peter Sutton@@@1,054,991|0001054991
9781650455078@@@A Small Pinch of Weather|9781650455078@@@A Small Pinch of Weather@@@2000@@@http://books.google.com/books/content?id=QiFhOBpYZoYC&printsec=frontcover&img=1&zoom=1&source=gbs_api|239@@@Joan Aiken@@@663,727|0000663727
9789345855886@@@The Princess of the Chalet School|9789345855886@@@The Princess of the Chalet School@@@2000@@@http://books.google.com/books/content?id=EJcQPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|159@@@Elinor Mary Brent-Dyer@@@877,144|0000877144
9785148795260@@@Koko|9785148795260@@@Koko@@@2001@@@http://books.google.com/books/content?id=QV_XQKj4OMkC&printsec=frontcover&img=1&zoom=1&source=gbs_api|634@@@Peter Straub@@@1,403,810|0001403810
9788203022842@@@Tree and Leaf|9788203022842@@@Tree and Leaf@@@2001@@@http://books.google.com/books/content?id=aPb_AAIcwZ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api|176@@@John Ronald Reuel Tolkien@@@782,292|0000782292
9786580412019@@@Partners in Crime|9786580412019@@@Partners in Crime@@@2001@@@http://books.google.com/books/content?id=L0bfy0zgkegC&printsec=frontcover&img=1&zoom=1&source=gbs_api|347@@@Agatha Christie@@@331,982|0000331982
9788361389952@@@Murder in Mesopotamia|9788361389952@@@Murder in Mesopotamia@@@2001@@@http://books.google.com/books/content?id=oFkbc7BbYN0C&printsec=frontcover&img=1&zoom=1&source=gbs_api|264@@@Agatha Christie@@@971,996|0000971996
9787274721446@@@The Lord of the Rings, the Return of the King|9787274721446@@@The Lord of the Rings, the Return of the King@@@2003@@@http://books.google.com/books/content?id=kNBnQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|72@@@Jude Fisher@@@1,066,848|0001066848
9786400445146@@@All Families are Psychotic|9786400445146@@@All Families are Psychotic@@@2002@@@http://books.google.com/books/content?id=jYBsNp6NPVoC&printsec=frontcover&img=1&zoom=1&source=gbs_api|279@@@Douglas Coupland@@@1,185,413|0001185413
9782993098206@@@Death in the Clouds|9782993098206@@@Death in the Clouds@@@2001@@@http://books.google.com/books/content?id=M8iyckq4GQ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api|333@@@Agatha Christie@@@663,727|0000663727
9782072137631@@@Appointment with Death|9782072137631@@@Appointment with Death@@@2001@@@http://books.google.com/books/content?id=lSYwsRkcw4YC&printsec=frontcover&img=1&zoom=1&source=gbs_api|303@@@Agatha Christie@@@1,311,803|0001311803
9782841378864@@@Hallowe'en Party|9782841378864@@@Hallowe'en Party@@@2001@@@http://books.google.com/books/content?id=Qlx98EGK_jMC&printsec=frontcover&img=1&zoom=1&source=gbs_api|336@@@Agatha Christie@@@2,513,341|0002513341
9789871204595@@@Hercule Poirot's Christmas|9789871204595@@@Hercule Poirot's Christmas@@@2001@@@http://books.google.com/books/content?id=EA0j4Jzn4vAC&printsec=frontcover&img=1&zoom=1&source=gbs_api|335@@@Agatha Christie@@@758,579|0000758579
9786770937009@@@The Big Four|9786770937009@@@The Big Four@@@2002@@@http://books.google.com/books/content?id=wcOQUSWQEdUC&printsec=frontcover&img=1&zoom=1&source=gbs_api|272@@@Agatha Christie@@@1,784,166|0001784166
9782266861789@@@The Thirteen Problems|9782266861789@@@The Thirteen Problems@@@2002@@@http://books.google.com/books/content?id=MK9JNwoZAncC&printsec=frontcover&img=1&zoom=1&source=gbs_api|315@@@Agatha Christie@@@828,769|0000828769
9785442436752@@@They Do it with Mirrors|9785442436752@@@They Do it with Mirrors@@@2002@@@http://books.google.com/books/content?id=HUuQYGppZi8C&printsec=frontcover&img=1&zoom=1&source=gbs_api|284@@@Agatha Christie@@@40,075|0000040075
9785771635393@@@A Murder is Announced|9785771635393@@@A Murder is Announced@@@2002@@@http://books.google.com/books/content?id=QEEvzeAkdzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api|382@@@Agatha Christie@@@1,128,976|0001128976
9788861564461@@@The Mirror Crack'd from Side to Side|9788861564461@@@The Mirror Crack'd from Side to Side@@@2002@@@http://books.google.com/books/content?id=lTYId7FIJEsC&printsec=frontcover&img=1&zoom=1&source=gbs_api|351@@@Agatha Christie@@@734,866|0000734866
9789227754372@@@Mrs McGinty's Dead|9789227754372@@@Mrs McGinty's Dead@@@2002@@@http://books.google.com/books/content?id=gcS0d5HhGEEC&printsec=frontcover&img=1&zoom=1&source=gbs_api|328@@@Agatha Christie@@@1,238,056|0001238056
9784572448577@@@Taken at the Flood|9784572448577@@@Taken at the Flood@@@2002@@@http://books.google.com/books/content?id=3gWlxIFlMEwC&printsec=frontcover&img=1&zoom=1&source=gbs_api|352@@@Agatha Christie@@@535,440|0000535440
9785432142992@@@The Hollow|9785432142992@@@The Hollow@@@2002@@@http://books.google.com/books/content?id=-f1h4e0hl0oC&printsec=frontcover&img=1&zoom=1&source=gbs_api|384@@@Agatha Christie@@@1,128,976|0001128976
9783610834092@@@Third Girl|9783610834092@@@Third Girl@@@2002@@@http://books.google.com/books/content?id=Dbh7nUkG_6cC&printsec=frontcover&img=1&zoom=1&source=gbs_api|365@@@Agatha Christie@@@710,204|0000710204
9784152959720@@@The Secret of Chimneys|9784152959720@@@The Secret of Chimneys@@@2001@@@http://books.google.com/books/content?id=1OluX5g96OcC&printsec=frontcover&img=1&zoom=1&source=gbs_api|400@@@Agatha Christie@@@2,323,637|0002323637
9784249818625@@@The Metaphysical Club|9784249818625@@@The Metaphysical Club@@@2002@@@http://books.google.com/books/content?id=C3Gkwi3SfmMC&printsec=frontcover&img=1&zoom=1&source=gbs_api|560@@@Louis Menand@@@1,161,700|0001161700
9784238660528@@@The illustrated man|9784238660528@@@The illustrated man@@@2002@@@http://books.google.com/books/content?id=kePqlVft1bQC&printsec=frontcover&img=1&zoom=1&source=gbs_api|186@@@Ray Bradbury@@@1,705,202|0001705202
9784782412738@@@Wilkins' Tooth|9784782412738@@@Wilkins' Tooth@@@2002@@@http://books.google.com/books/content?id=lXUSHqQfOD8C&printsec=frontcover&img=1&zoom=1&source=gbs_api|207@@@Diana Wynne Jones@@@628,157|0000628157
9785531075369@@@Cut|9785531075369@@@Cut@@@2002@@@http://books.google.com/books/content?id=Q140Mlie138C&printsec=frontcover&img=1&zoom=1&source=gbs_api|173@@@Patricia McCormick@@@1,636,197|0001636197
9786654339843@@@The Lord of the Rings|9786654339843@@@The Lord of the Rings@@@2004@@@http://books.google.com/books/content?id=oEZ6AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|224@@@Gary Russell@@@436,082|0000436082
9787545552711@@@The Lord of the Rings|9787545552711@@@The Lord of the Rings@@@2002@@@http://books.google.com/books/content?id=LwO-vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|1200@@@John Ronald Reuel Tolkien@@@283,845|0000283845
9787280310480@@@The Fellowship of the Ring|9787280310480@@@The Fellowship of the Ring@@@2002@@@http://books.google.com/books/content?id=K7xSPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|410@@@John Ronald Reuel Tolkien;Alan Lee@@@817,861|0000817861
9781141992219@@@Lirael|9781141992219@@@Lirael@@@2004@@@http://books.google.com/books/content?id=sDzU8TpKvQAC&printsec=frontcover&img=1&zoom=1&source=gbs_api|527@@@Garth Nix@@@592,825|0000592825
9783647153507@@@Tales from the Perilous Realm|9783647153507@@@Tales from the Perilous Realm@@@2002@@@http://books.google.com/books/content?id=Wla7NwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|178@@@John Ronald Reuel Tolkien@@@1,090,324|0001090324
9785311052053@@@Breaking Open the Head|9785311052053@@@Breaking Open the Head@@@2004@@@http://books.google.com/books/content?id=QIMaviqqoQoC&printsec=frontcover&img=1&zoom=1&source=gbs_api|336@@@Daniel Pinchbeck@@@426,597|0000426597
9788978635167@@@The Yiddish Policemen's Union|9788978635167@@@The Yiddish Policemen's Union@@@2007@@@http://books.google.com/books/content?id=-reD1g77BfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api|414@@@Michael Chabon@@@675,583|0000675583
9782608297204@@@Beware, Princess Elizabeth|9782608297204@@@Beware, Princess Elizabeth@@@2003@@@http://books.google.com/books/content?id=wPBpR4AFNJ0C&printsec=frontcover&img=1&zoom=1&source=gbs_api|242@@@Carolyn Meyer@@@592,825|0000592825
9783119192234@@@The Family Way|9783119192234@@@The Family Way@@@2005@@@http://books.google.com/books/content?id=dJEIxdYmnU8C&printsec=frontcover&img=1&zoom=1&source=gbs_api|400@@@Tony Parsons@@@742,217|0000742217
9786589804394@@@Endless Night|9786589804394@@@Endless Night@@@2002@@@http://books.google.com/books/content?id=kY1wuNfgmFQC&printsec=frontcover&img=1&zoom=1&source=gbs_api|303@@@Agatha Christie@@@308,032|0000308032
9782090632451@@@How to be Alone|9782090632451@@@How to be Alone@@@2004@@@http://books.google.com/books/content?id=ozVWaXd9xvwC&printsec=frontcover&img=1&zoom=1&source=gbs_api|306@@@Jonathan Franzen@@@1,350,455|0001350455
9781433600643@@@The Mysterious Mr. Quin|9781433600643@@@The Mysterious Mr. Quin@@@2003@@@http://books.google.com/books/content?id=n0aMDV7Lm4sC&printsec=frontcover&img=1&zoom=1&source=gbs_api|396@@@Agatha Christie@@@995,709|0000995709
9789220463914@@@The Listerdale Mystery|9789220463914@@@The Listerdale Mystery@@@2003@@@http://books.google.com/books/content?id=J1tLGz5G84EC&printsec=frontcover&img=1&zoom=1&source=gbs_api|317@@@Agatha Christie@@@1,359,703|0001359703
9782524986704@@@The Real Trial of Oscar Wilde|9782524986704@@@The Real Trial of Oscar Wilde@@@2004@@@http://books.google.com/books/content?id=QfNgQfTKcg0C&printsec=frontcover&img=1&zoom=1&source=gbs_api|384@@@Merlin Holland@@@1,827,561|0001827561
9781470006201@@@I Can Read with Me Eyes Shut!|9781470006201@@@I Can Read with Me Eyes Shut!@@@2003@@@http://books.google.com/books/content?id=oyF8U9BRTQwC&printsec=frontcover&img=1&zoom=1&source=gbs_api|48@@@Dr. Seuss@@@663,727|0000663727
9789968337641@@@Oh, the Places You'll Go!|9789968337641@@@Oh, the Places You'll Go!@@@2003@@@http://books.google.com/books/content?id=Ev4Llq5fv4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api|48@@@Dr. Seuss@@@1,128,976|0001128976
9788596194664@@@If I Die in a Combat Zone|9788596194664@@@If I Die in a Combat Zone@@@2003@@@http://books.google.com/books/content?id=0qUtSvo_MiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api|208@@@Tim O'Brien@@@687,440|0000687440
9783738399725@@@The Return of the King|9783738399725@@@The Return of the King@@@2003@@@http://books.google.com/books/content?id=PI9zPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|554@@@J. R. R. Tolkien@@@2,892,749|0002892749
9786464542921@@@The Silmarillion|9786464542921@@@The Silmarillion@@@2004@@@http://books.google.com/books/content?id=hLH0dtl5NVwC&printsec=frontcover&img=1&zoom=1&source=gbs_api|386@@@John Ronald Reuel Tolkien;Ted Nasmith@@@1,142,255|0001142255
9788116199048@@@I Wish that I Had Duck Feet|9788116199048@@@I Wish that I Had Duck Feet@@@2004@@@http://books.google.com/books/content?id=m9cZAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|64@@@Dr. Seuss;Barney Tobey@@@1,128,976|0001128976
9783314822443@@@Oh Say Can You Say?|9783314822443@@@Oh Say Can You Say?@@@2004@@@http://books.google.com/books/content?id=r4l8AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|36@@@Dr. Seuss@@@1,031,990|0001031990
9789938785251@@@There's a Boy in the Girls' Bathroom|9789938785251@@@There's a Boy in the Girls' Bathroom@@@2004@@@http://books.google.com/books/content?id=jHE-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|208@@@Louis Sachar@@@533,305|0000533305
9783918755973@@@Microserfs|9783918755973@@@Microserfs@@@2004@@@http://books.google.com/books/content?id=N3AmmJIsK6wC&printsec=frontcover&img=1&zoom=1&source=gbs_api|371@@@Douglas Coupland@@@604,444|0000604444
9785084008013@@@Miss Wyoming|9785084008013@@@Miss Wyoming@@@2004@@@http://books.google.com/books/content?id=2zoTKFNdxpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api|320@@@Douglas Coupland@@@1,185,413|0001185413
9784499696052@@@Where Rainbows End|9784499696052@@@Where Rainbows End@@@2004@@@http://books.google.com/books/content?id=PA7t62vA7SAC&printsec=frontcover&img=1&zoom=1&source=gbs_api|454@@@Cecelia Ahern@@@900,857|0000900857
9785873499139@@@Poirot|9785873499139@@@Poirot@@@2005@@@http://books.google.com/books/content?id=lbOOJGLxM9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api|727@@@Agatha Christie@@@591,639|0000591639
9781246854562@@@The Art of The Lord of the Rings|9781246854562@@@The Art of The Lord of the Rings@@@2004@@@http://books.google.com/books/content?id=zl-PPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|224@@@Gary Russell@@@1,407,604|0001407604
9782888308276@@@The Known World|9782888308276@@@The Known World@@@2004@@@http://books.google.com/books/content?id=CVS9a6lC5CwC&printsec=frontcover&img=1&zoom=1&source=gbs_api|388@@@Edward P. Jones@@@2,276,448|0002276448
9785513811166@@@Discover Your Destiny with the Monk Who Sold His Ferrari|9785513811166@@@Discover Your Destiny with the Monk Who Sold His Ferrari@@@2004@@@http://books.google.com/books/content?id=4hVbNc8rRfEC&printsec=frontcover&img=1&zoom=1&source=gbs_api|240@@@Robin Sharma@@@742,217|0000742217
9782809510096@@@Naked Lunch|9782809510096@@@Naked Lunch@@@2005@@@http://books.google.com/books/content?id=1B36S7t4k5AC&printsec=frontcover&img=1&zoom=1&source=gbs_api|289@@@William S. Burroughs@@@449,836|0000449836
9785647536922@@@Tropic of Cancer|9785647536922@@@Tropic of Cancer@@@2005@@@http://books.google.com/books/content?id=ProgRjTL8FIC&printsec=frontcover&img=1&zoom=1&source=gbs_api|336@@@Henry Miller@@@379,171|0000379171
9783543221064@@@Close Range|9783543221064@@@Close Range@@@2006@@@http://books.google.com/books/content?id=f-zI3bgDiCAC&printsec=frontcover&img=1&zoom=1&source=gbs_api|318@@@Annie Proulx@@@960,139|0000960139
9783307420268@@@The Love of the Last Tycoon|9783307420268@@@The Love of the Last Tycoon@@@1994@@@http://books.google.com/books/content?id=3EDbEHca_k8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api|169@@@F. Scott Fitzgerald@@@464,538|0000464538
9784504719051@@@The Song of Rhiannon|9784504719051@@@The Song of Rhiannon@@@1992@@@http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api|208@@@Evangeline Walton@@@734,866|0000734866
9788751104585@@@Heart Songs and Other Stories|9788751104585@@@Heart Songs and Other Stories@@@1995@@@http://books.google.com/books/content?id=_K2fswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|203@@@Annie Proulx@@@1,420,646|0001420646
9787663806466@@@The voyage of the Dawn Treader|9787663806466@@@The voyage of the Dawn Treader@@@1970@@@http://books.google.com/books/content?id=fDD3CfYb70cC&printsec=frontcover&img=1&zoom=1&source=gbs_api|216@@@Clive Staples Lewis@@@1,161,700|0001161700
9785272798518@@@The Chronicles of Narnia: Lion, the witch and the wardrobe|9785272798518@@@The Chronicles of Narnia: Lion, the witch and the wardrobe@@@1978@@@http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api|1425@@@Clive Staples Lewis@@@1,134,667|0001134667
9789280034011@@@The Short Stories of Ernest Hemingway|9789280034011@@@The Short Stories of Ernest Hemingway@@@1986@@@http://books.google.com/books/content?id=Len1AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|499@@@Ernest Hemingway@@@2,201,278|0002201278
9789519489402@@@The Screwtape Letters ; With, Screwtape Proposes a Toast|9789519489402@@@The Screwtape Letters ; With, Screwtape Proposes a Toast@@@1982@@@http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api|172@@@Clive Staples Lewis@@@3,819,216|0003819216
9789977965887@@@Reason in History|9789977965887@@@Reason in History@@@1953@@@http://books.google.com/books/content?id=BCvcYQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|95@@@Georg Wilhelm Friedrich Hegel@@@5,539,357|0005539357
9786417793326@@@The Elements of Style|9786417793326@@@The Elements of Style@@@1979@@@http://books.google.com/books/content?id=ADaMf2tEB7sC&printsec=frontcover&img=1&zoom=1&source=gbs_api|85@@@William Strunk;Elwyn Brooks White@@@2,370,114|0002370114
9783069807131@@@The Presocratics|9783069807131@@@The Presocratics@@@1966@@@http://books.google.com/books/content?id=V45eMgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|352@@@Philip Wheelwright@@@651,870|0000651870
9782396150334@@@Spandau|9782396150334@@@Spandau@@@1976@@@http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api|463@@@Albert Speer@@@1,128,976|0001128976
9788323122542@@@The Rumble Seat Pony|9788323122542@@@The Rumble Seat Pony@@@1971@@@http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api|46@@@Clarence William Anderson@@@1,209,363|0001209363
9783510299349@@@The Journey with Grandmother|9783510299349@@@The Journey with Grandmother@@@1960@@@http://books.google.com/books/content?id=XcrVpL1byOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api|197@@@Edith Unnerstad@@@920,302|0000920302
9783240990779@@@Tyranny of the Majority|9783240990779@@@Tyranny of the Majority@@@1995@@@http://books.google.com/books/content?id=aRF7XdcCLq0C&printsec=frontcover&img=1&zoom=1&source=gbs_api|352@@@Lani Guinier@@@829,955|0000829955
9781034475318@@@The Origins of the Civil Rights Movement|9781034475318@@@The Origins of the Civil Rights Movement@@@1986@@@http://books.google.com/books/content?id=7vyHY9DWcu8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api|368@@@Aldon D. Morris@@@1,659,673|0001659673
9781781912106@@@Presidential Power and the Modern Presidents|9781781912106@@@Presidential Power and the Modern Presidents@@@1991@@@http://books.google.com/books/content?id=elGozulX_o8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api|384@@@Richard E. Neustadt@@@1,232,839|0001232839
9787148512629@@@Rest, Rabbit, Rest|9787148512629@@@Rest, Rabbit, Rest@@@1978@@@http://books.google.com/books/content?id=8-40_Zrp5voC&printsec=frontcover&img=1&zoom=1&source=gbs_api|32@@@Jacquelyn Reinach;Richard Hefter@@@983,852|0000983852
9784107138476@@@Where the Red Fern Grows|9784107138476@@@Where the Red Fern Grows@@@2000@@@http://books.google.com/books/content?id=IHpRwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|288@@@Wilson Rawls@@@1,063,054|0001063054
9789326488705@@@Poppy's Return|9789326488705@@@Poppy's Return@@@2006@@@http://books.google.com/books/content?id=XbcMJQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api|256@@@Avi@@@2,726,995|0002726995
